Sample_Index,IR_Value,Timestamp_ms
0,21680,0.00
1,22504,21.21
2,23296,42.43
3,24080,63.64
4,24584,84.85
5,24848,106.07
6,25020,127.28
7,25152,148.49
8,25268,169.71
9,25376,190.92
10,25424,212.14
11,25348,233.35
12,25220,254.56
13,25060,275.78
14,24912,296.99
15,24796,318.20
16,24724,339.42
17,24676,360.63
18,24644,381.84
19,24628,403.06
20,24612,424.27
21,24604,445.48
22,24592,466.70
23,24572,487.91
24,24540,509.12
25,24520,530.34
26,24484,551.55
27,24440,572.76
28,24388,593.98
29,24336,615.19
30,24292,636.41
31,24244,657.62
32,24196,678.83
33,24148,700.05
34,24108,721.26
35,24072,742.47
36,24044,763.69
37,24032,784.90
38,24020,806.11
39,24028,827.33
40,24032,848.54
41,24040,869.75
42,24032,890.97
43,23972,912.18
44,23872,933.39
45,23748,954.61
46,23640,975.82
47,23572,997.03
48,23540,1018.25
49,23540,1039.46
50,23556,1060.68
51,23580,1081.89
52,23620,1103.10
53,23660,1124.32
54,23696,1145.53
55,23724,1166.74
56,23748,1187.96
57,23772,1209.17
58,23784,1230.38
59,23796,1251.60
60,23808,1272.81
61,23828,1294.02
62,23844,1315.24
63,23856,1336.45
64,23872,1357.66
65,23892,1378.88
66,23912,1400.09
67,23932,1421.31
68,23952,1442.52
69,23976,1463.73
70,23996,1484.95
71,24020,1506.16
72,24032,1527.37
73,24004,1548.59
74,23936,1569.80
75,23836,1591.01
76,23720,1612.23
77,23624,1633.44
78,23552,1654.65
79,23504,1675.87
80,23476,1697.08
81,23464,1718.29
82,23464,1739.51
83,23464,1760.72
84,23464,1781.93
85,23464,1803.15
86,23464,1824.36
87,23468,1845.58
88,23464,1866.79
89,23468,1888.00
90,23472,1909.22
91,23476,1930.43
92,23488,1951.64
93,23504,1972.86
94,23524,1994.07
95,23548,2015.28
96,23564,2036.50
97,23588,2057.71
98,23612,2078.92
99,23608,2100.14
100,23568,2121.35
101,23496,2142.56
102,23408,2163.78
103,23336,2184.99
104,23292,2206.20
105,23284,2227.42
106,23296,2248.63
107,23316,2269.85
108,23348,2291.06
109,23384,2312.27
110,23424,2333.49
111,23468,2354.70
112,23508,2375.91
113,23528,2397.13
114,23544,2418.34
115,23552,2439.55
116,23556,2460.77
117,23560,2481.98
118,23568,2503.19
119,23584,2524.41
120,23596,2545.62
121,23620,2566.83
122,23652,2588.05
123,23684,2609.26
124,23716,2630.47
125,23756,2651.69
126,23772,2672.90
127,23748,2694.12
128,23688,2715.33
129,23608,2736.54
130,23524,2757.76
131,23464,2778.97
132,23424,2800.18
133,23412,2821.40
134,23416,2842.61
135,23428,2863.82
136,23456,2885.04
137,23492,2906.25
138,23520,2927.46
139,23548,2948.68
140,23568,2969.89
141,23588,2991.10
142,23592,3012.32
143,23600,3033.53
144,23604,3054.75
145,23608,3075.96
146,23624,3097.17
147,23640,3118.39
148,23660,3139.60
149,23680,3160.81
150,23708,3182.03
151,23728,3203.24
152,23740,3224.45
153,23720,3245.67
154,23680,3266.88
155,23640,3288.09
156,23608,3309.31
157,23596,3330.52
158,23600,3351.73
159,23616,3372.95
160,23640,3394.16
161,23668,3415.37
162,23700,3436.59
163,23732,3457.80
164,23760,3479.02
165,23792,3500.23
166,23812,3521.44
167,23832,3542.66
168,23848,3563.87
169,23864,3585.08
170,23876,3606.30
171,23892,3627.51
172,23908,3648.72
173,23928,3669.94
174,23952,3691.15
175,23976,3712.36
176,24000,3733.58
177,24028,3754.79
178,24040,3776.00
179,24024,3797.22
180,23984,3818.43
181,23940,3839.64
182,23884,3860.86
183,23840,3882.07
184,23808,3903.29
185,23796,3924.50
186,23796,3945.71
187,23808,3966.93
188,23824,3988.14
189,23844,4009.35
190,23864,4030.57
191,23876,4051.78
192,23892,4072.99
193,23896,4094.21
194,23904,4115.42
195,23908,4136.63
196,23916,4157.85
197,23928,4179.06
198,23940,4200.27
199,23960,4221.49
200,23976,4242.70
201,23996,4263.92
202,24012,4285.13
203,24032,4306.34
204,24044,4327.56
205,24036,4348.77
206,24016,4369.98
207,23992,4391.20
208,23968,4412.41
209,23960,4433.62
210,23956,4454.84
211,23960,4476.05
212,23976,4497.26
213,23992,4518.48
214,24012,4539.69
215,24028,4560.90
216,24044,4582.12
217,24060,4603.33
218,24072,4624.54
219,24076,4645.76
220,24084,4666.97
221,24092,4688.19
222,24100,4709.40
223,24112,4730.61
224,24128,4751.83
225,24136,4773.04
226,24156,4794.25
227,24164,4815.47
228,24184,4836.68
229,24196,4857.89
230,24216,4879.11
231,24224,4900.32
232,24208,4921.53
233,24176,4942.75
234,24136,4963.96
235,24088,4985.17
236,24056,5006.39
237,24032,5027.60
238,24020,5048.81
239,24020,5070.03
240,24024,5091.24
241,24036,5112.46
242,24048,5133.67
243,24060,5154.88
244,24064,5176.10
245,24072,5197.31
246,24068,5218.52
247,24068,5239.74
248,24064,5260.95
249,24064,5282.16
250,24064,5303.38
251,24068,5324.59
252,24072,5345.80
253,24084,5367.02
254,24096,5388.23
255,24112,5409.44
256,24128,5430.66
257,24152,5451.87
258,24172,5473.08
259,24180,5494.30
260,24176,5515.51
261,24172,5536.73
262,24184,5557.94
263,24192,5579.15
264,24200,5600.37
265,24204,5621.58
266,24204,5642.79
267,24224,5664.01
268,24248,5685.22
269,24264,5706.43
270,24276,5727.65
271,24252,5748.86
272,24216,5770.07
273,24168,5791.29
274,24104,5812.50
275,24052,5833.71
276,23992,5854.93
277,23916,5876.14
278,23800,5897.36
279,23708,5918.57
280,23696,5939.78
281,23732,5961.00
282,23744,5982.21
283,23740,6003.42
284,23736,6024.64
285,23724,6045.85
286,23712,6067.06
287,23692,6088.28
288,23648,6109.49
289,23584,6130.70
290,23512,6151.92
291,23448,6173.13
292,23400,6194.34
293,23368,6215.56
294,23368,6236.77
295,23396,6257.98
296,23472,6279.20
297,23540,6300.41
298,23600,6321.63
299,23664,6342.84
300,23720,6364.05
301,23772,6385.27
302,23820,6406.48
303,23872,6427.69
304,23920,6448.91
305,23960,6470.12
306,24000,6491.33
307,24036,6512.55
308,24068,6533.76
309,24108,6554.97
310,24140,6576.19
311,24172,6597.40
312,24204,6618.61
313,24232,6639.83
314,24260,6661.04
315,24292,6682.25
316,24320,6703.47
317,24340,6724.68
318,24364,6745.90
319,24364,6767.11
320,24348,6788.32
321,24324,6809.54
322,24308,6830.75
323,24296,6851.96
324,24288,6873.18
325,24292,6894.39
326,24296,6915.60
327,24308,6936.82
328,24320,6958.03
329,24336,6979.24
330,24352,7000.46
331,24364,7021.67
332,24376,7042.88
333,24384,7064.10
334,24396,7085.31
335,24392,7106.53
336,24400,7127.74
337,24400,7148.95
338,24404,7170.17
339,24400,7191.38
340,24400,7212.59
341,24408,7233.81
342,24408,7255.02
343,24404,7276.23
344,24408,7297.45
345,24408,7318.66
346,24416,7339.87
347,24420,7361.09
348,24428,7382.30
349,24436,7403.51
350,24428,7424.73
351,24404,7445.94
352,24372,7467.15
353,24340,7488.37
354,24316,7509.58
355,24304,7530.80
356,24292,7552.01
357,24288,7573.22
358,24284,7594.44
359,24288,7615.65
360,24292,7636.86
361,24300,7658.08
362,24304,7679.29
363,24312,7700.50
364,24312,7721.72
365,24316,7742.93
366,24316,7764.14
367,24320,7785.36
368,24324,7806.57
369,24324,7827.78
370,24336,7849.00
371,24344,7870.21
372,24360,7891.42
373,24372,7912.64
374,24388,7933.85
375,24400,7955.07
376,24412,7976.28
377,24424,7997.49
378,24440,8018.71
379,24456,8039.92
380,24468,8061.13
381,24460,8082.35
382,24444,8103.56
383,24420,8124.77
384,24396,8145.99
385,24368,8167.20
386,24356,8188.41
387,24348,8209.63
388,24352,8230.84
389,24356,8252.05
390,24368,8273.27
391,24376,8294.48
392,24384,8315.70
393,24380,8336.91
394,24372,8358.12
395,24356,8379.34
396,24348,8400.55
397,24340,8421.76
398,24336,8442.98
399,24340,8464.19
400,24348,8485.40
401,24348,8506.62
402,24360,8527.83
403,24368,8549.04
404,24376,8570.26
405,24384,8591.47
406,24392,8612.68
407,24404,8633.90
408,24416,8655.11
409,24420,8676.32
410,24404,8697.54
411,24376,8718.75
412,24340,8739.97
413,24300,8761.18
414,24272,8782.39
415,24256,8803.61
416,24256,8824.82
417,24264,8846.03
418,24272,8867.25
419,24288,8888.46
420,24304,8909.67
421,24320,8930.89
422,24336,8952.10
423,24344,8973.31
424,24356,8994.53
425,24360,9015.74
426,24368,9036.95
427,24372,9058.17
428,24376,9079.38
429,24384,9100.59
430,24392,9121.81
431,24408,9143.02
432,24420,9164.24
433,24432,9185.45
434,24452,9206.66
435,24464,9227.88
436,24484,9249.09
437,24496,9270.30
438,24512,9291.52
439,24528,9312.73
440,24536,9333.94
441,24520,9355.16
442,24484,9376.37
443,24432,9397.58
444,24380,9418.80
445,24336,9440.01
446,24308,9461.22
447,24292,9482.44
448,24288,9503.65
449,24288,9524.86
450,24296,9546.08
451,24316,9567.29
452,24328,9588.51
453,24336,9609.72
454,24344,9630.93
455,24348,9652.15
456,24348,9673.36
457,24352,9694.57
458,24348,9715.79
459,24360,9737.00
460,24360,9758.21
461,24372,9779.43
462,24384,9800.64
463,24392,9821.85
464,24408,9843.07
465,24420,9864.28
466,24432,9885.49
467,24444,9906.71
468,24460,9927.92
469,24476,9949.14
470,24480,9970.35
471,24464,9991.56
472,24436,10012.78
473,24396,10033.99
474,24356,10055.20
475,24328,10076.42
476,24320,10097.63
477,24316,10118.84
478,24324,10140.06
479,24332,10161.27
480,24348,10182.48
481,24360,10203.70
482,24376,10224.91
483,24388,10246.12
484,24392,10267.34
485,24396,10288.55
486,24396,10309.76
487,24404,10330.98
488,24412,10352.19
489,24416,10373.41
490,24420,10394.62
491,24424,10415.83
492,24436,10437.05
493,24444,10458.26
494,24448,10479.47
495,24456,10500.69
496,24464,10521.90
497,24460,10543.11
498,24456,10564.33
499,24432,10585.54
500,24392,10606.75
501,24340,10627.97
502,24288,10649.18
503,24244,10670.39
504,24220,10691.61
505,24208,10712.82
506,24212,10734.03
507,24216,10755.25
508,24228,10776.46
509,24240,10797.68
510,24256,10818.89
511,24268,10840.10
512,24276,10861.32
513,24284,10882.53
514,24292,10903.74
515,24288,10924.96
516,24296,10946.17
517,24304,10967.38
518,24308,10988.60
519,24316,11009.81
520,24332,11031.02
521,24340,11052.24
522,24352,11073.45
523,24376,11094.66
524,24388,11115.88
525,24408,11137.09
526,24424,11158.31
527,24440,11179.52
528,24436,11200.73
529,24416,11221.95
530,24384,11243.16
531,24340,11264.37
532,24296,11285.59
533,24260,11306.80
534,24240,11328.01
535,24240,11349.23
536,24244,11370.44
537,24256,11391.65
538,24276,11412.87
539,24300,11434.08
540,24316,11455.29
541,24332,11476.51
542,24344,11497.72
543,24352,11518.93
544,24356,11540.15
545,24352,11561.36
546,24352,11582.58
547,24352,11603.79
548,24352,11625.00
549,24352,11646.22
550,24348,11667.43
551,24344,11688.64
552,24348,11709.86
553,24356,11731.07
554,24360,11752.28
555,24364,11773.50
556,24340,11794.71
557,24304,11815.92
558,24248,11837.14
559,24200,11858.35
560,24152,11879.56
561,24128,11900.78
562,24108,11921.99
563,24108,11943.20
564,24112,11964.42
565,24124,11985.63
566,24140,12006.85
567,24160,12028.06
568,24176,12049.27
569,24188,12070.49
570,24196,12091.70
571,24204,12112.91
572,24212,12134.13
573,24220,12155.34
574,24228,12176.55
575,24244,12197.77
576,24260,12218.98
577,24276,12240.19
578,24296,12261.41
579,24316,12282.62
580,24332,12303.83
581,24352,12325.05
582,24372,12346.26
583,24380,12367.47
584,24364,12388.69
585,24336,12409.90
586,24292,12431.12
587,24248,12452.33
588,24208,12473.54
589,24184,12494.76
590,24176,12515.97
591,24180,12537.18
592,24188,12558.40
593,24208,12579.61
594,24228,12600.82
595,24252,12622.04
596,24268,12643.25
597,24276,12664.46
598,24276,12685.68
599,24260,12706.89
600,24228,12728.10
601,24204,12749.32
602,24180,12770.53
603,24168,12791.75
604,24164,12812.96
605,24172,12834.17
606,24184,12855.39
607,24200,12876.60
608,24216,12897.81
609,24232,12919.03
610,24220,12940.24
611,24188,12961.45
612,24136,12982.67
613,24080,13003.88
614,24040,13025.09
615,24016,13046.31
616,24008,13067.52
617,24016,13088.73
618,24036,13109.95
619,24056,13131.16
620,24088,13152.37
621,24116,13173.59
622,24144,13194.80
623,24172,13216.02
624,24196,13237.23
625,24212,13258.44
626,24224,13279.66
627,24236,13300.87
628,24244,13322.08
629,24256,13343.30
630,24268,13364.51
631,24284,13385.72
632,24300,13406.94
633,24316,13428.15
634,24332,13449.36
635,24352,13470.58
636,24356,13491.79
637,24336,13513.00
638,24296,13534.22
639,24240,13555.43
640,24184,13576.64
641,24140,13597.86
642,24112,13619.07
643,24100,13640.29
644,24104,13661.50
645,24116,13682.71
646,24132,13703.93
647,24152,13725.14
648,24176,13746.35
649,24196,13767.57
650,24208,13788.78
651,24220,13809.99
652,24220,13831.21
653,24220,13852.42
654,24224,13873.63
655,24232,13894.85
656,24240,13916.06
657,24248,13937.27
658,24264,13958.49
659,24284,13979.70
660,24300,14000.92
661,24316,14022.13
662,24308,14043.34
663,24272,14064.56
664,24216,14085.77
665,24152,14106.98
666,24088,14128.20
667,24048,14149.41
668,24020,14170.62
669,24012,14191.84
670,24024,14213.05
671,24040,14234.26
672,24064,14255.48
673,24088,14276.69
674,24116,14297.90
675,24136,14319.12
676,24156,14340.33
677,24168,14361.54
678,24176,14382.76
679,24188,14403.97
680,24192,14425.19
681,24196,14446.40
682,24204,14467.61
683,24216,14488.83
684,24228,14510.04
685,24244,14531.25
686,24264,14552.47
687,24276,14573.68
688,24260,14594.89
689,24212,14616.11
690,24148,14637.32
691,24076,14658.53
692,24016,14679.75
693,23976,14700.96
694,23956,14722.17
695,23956,14743.39
696,23964,14764.60
697,23984,14785.81
698,24012,14807.03
699,24040,14828.24
700,24068,14849.46
