Sample_Index,IR_Value,Timestamp_ms
0,23624,0.00
1,23616,20.05
2,23608,40.11
3,23604,60.16
4,23600,80.22
5,23596,100.27
6,23600,120.33
7,23596,140.38
8,23596,160.44
9,23596,180.49
10,23600,200.55
11,23600,220.60
12,23600,240.66
13,23600,260.71
14,23596,280.77
15,23596,300.82
16,23596,320.88
17,23596,340.93
18,23600,360.99
19,23600,381.04
20,23600,401.10
21,23600,421.15
22,23604,441.21
23,23604,461.26
24,23608,481.32
25,23604,501.37
26,23604,521.43
27,23604,541.48
28,23604,561.54
29,23608,581.59
30,23608,601.65
31,23612,621.70
32,23612,641.76
33,23608,661.81
34,23596,681.87
35,23576,701.92
36,23560,721.98
37,23544,742.03
38,23532,762.09
39,23524,782.14
40,23520,802.19
41,23512,822.25
42,23508,842.30
43,23508,862.36
44,23504,882.41
45,23500,902.47
46,23500,922.52
47,23496,942.58
48,23496,962.63
49,23492,982.69
50,23488,1002.74
51,23488,1022.80
52,23484,1042.85
53,23488,1062.91
54,23484,1082.96
55,23484,1103.02
56,23488,1123.07
57,23488,1143.13
58,23488,1163.18
59,23492,1183.24
60,23492,1203.29
61,23496,1223.35
62,23500,1243.40
63,23500,1263.46
64,23504,1283.51
65,23504,1303.57
66,23508,1323.62
67,23512,1343.68
68,23512,1363.73
69,23512,1383.79
70,23512,1403.84
71,23516,1423.90
72,23516,1443.95
73,23520,1464.01
74,23516,1484.06
75,23504,1504.12
76,23484,1524.17
77,23468,1544.22
78,23456,1564.28
79,23436,1584.33
80,23428,1604.39
81,23420,1624.44
82,23416,1644.50
83,23416,1664.55
84,23404,1684.61
85,23404,1704.66
86,23396,1724.72
87,23388,1744.77
88,23384,1764.83
89,23372,1784.88
90,23360,1804.94
91,23352,1824.99
92,23344,1845.05
93,23336,1865.10
94,23332,1885.16
95,23324,1905.21
96,23320,1925.27
97,23312,1945.32
98,23308,1965.38
99,23300,1985.43
100,23296,2005.49
101,23292,2025.54
102,23284,2045.60
103,23280,2065.65
104,23276,2085.71
105,23272,2105.76
106,23268,2125.82
107,23264,2145.87
108,23260,2165.93
109,23260,2185.98
110,23260,2206.04
111,23256,2226.09
112,23248,2246.15
113,23236,2266.20
114,23224,2286.26
115,23212,2306.31
116,23200,2326.36
117,23196,2346.42
118,23196,2366.47
119,23196,2386.53
120,23200,2406.58
121,23204,2426.64
122,23212,2446.69
123,23220,2466.75
124,23224,2486.80
125,23228,2506.86
126,23232,2526.91
127,23228,2546.97
128,23232,2567.02
129,23232,2587.08
130,23240,2607.13
131,23244,2627.19
132,23252,2647.24
133,23260,2667.30
134,23264,2687.35
135,23272,2707.41
136,23284,2727.46
137,23292,2747.52
138,23300,2767.57
139,23308,2787.63
140,23316,2807.68
141,23328,2827.74
142,23336,2847.79
143,23348,2867.85
144,23352,2887.90
145,23352,2907.96
146,23344,2928.01
147,23328,2948.07
148,23308,2968.12
149,23292,2988.18
150,23276,3008.23
151,23268,3028.29
152,23264,3048.34
153,23264,3068.40
154,23264,3088.45
155,23264,3108.50
156,23264,3128.56
157,23264,3148.61
158,23268,3168.67
159,23268,3188.72
160,23264,3208.78
161,23264,3228.83
162,23256,3248.89
163,23256,3268.94
164,23256,3289.00
165,23252,3309.05
166,23252,3329.11
167,23252,3349.16
168,23252,3369.22
169,23252,3389.27
170,23256,3409.33
171,23256,3429.38
172,23260,3449.44
173,23264,3469.49
174,23268,3489.55
175,23268,3509.60
176,23264,3529.66
177,23252,3549.71
178,23232,3569.77
179,23208,3589.82
180,23176,3609.88
181,23148,3629.93
182,23124,3649.99
183,23108,3670.04
184,23092,3690.10
185,23084,3710.15
186,23072,3730.21
187,23064,3750.26
188,23060,3770.32
189,23056,3790.37
190,23052,3810.43
191,23044,3830.48
192,23036,3850.54
193,23024,3870.59
194,23016,3890.64
195,23008,3910.70
196,23000,3930.75
197,22992,3950.81
198,22988,3970.86
199,22984,3990.92
200,22988,4010.97
201,22988,4031.03
202,22988,4051.08
203,22988,4071.14
204,22988,4091.19
205,22984,4111.25
206,22984,4131.30
207,22984,4151.36
208,22980,4171.41
209,22980,4191.47
210,22972,4211.52
211,22952,4231.58
212,22924,4251.63
213,22884,4271.69
214,22844,4291.74
215,22808,4311.80
216,22784,4331.85
217,22768,4351.91
218,22760,4371.96
219,22748,4392.02
220,22744,4412.07
221,22740,4432.13
222,22740,4452.18
223,22740,4472.24
224,22736,4492.29
225,22732,4512.35
226,22728,4532.40
227,22728,4552.46
228,22728,4572.51
229,22728,4592.57
230,22732,4612.62
231,22736,4632.67
232,22740,4652.73
233,22740,4672.78
234,22748,4692.84
235,22752,4712.89
236,22760,4732.95
237,22772,4753.00
238,22780,4773.06
239,22784,4793.11
240,22788,4813.17
241,22796,4833.22
242,22800,4853.28
243,22808,4873.33
244,22812,4893.39
245,22816,4913.44
246,22816,4933.50
247,22812,4953.55
248,22800,4973.61
249,22764,4993.66
250,22732,5013.72
251,22696,5033.77
252,22676,5053.83
253,22656,5073.88
254,22656,5093.94
255,22652,5113.99
256,22656,5134.05
257,22664,5154.10
258,22676,5174.16
259,22684,5194.21
260,22692,5214.27
261,22700,5234.32
262,22704,5254.38
263,22708,5274.43
264,22708,5294.49
265,22704,5314.54
266,22704,5334.60
267,22704,5354.65
268,22716,5374.71
269,22720,5394.76
270,22732,5414.81
271,22744,5434.87
272,22756,5454.92
273,22760,5474.98
274,22772,5495.03
275,22784,5515.09
276,22796,5535.14
277,22804,5555.20
278,22812,5575.25
279,22828,5595.31
280,22832,5615.36
281,22840,5635.42
282,22844,5655.47
283,22852,5675.53
284,22864,5695.58
285,22868,5715.64
286,22876,5735.69
287,22888,5755.75
288,22896,5775.80
289,22908,5795.86
290,22904,5815.91
291,22888,5835.97
292,22864,5856.02
293,22836,5876.08
294,22812,5896.13
295,22800,5916.19
296,22796,5936.24
297,22796,5956.30
298,22800,5976.35
299,22804,5996.41
300,22808,6016.46
301,22812,6036.52
