Sample_Index,IR_Value,Timestamp_ms
0,21804,0.00
1,21772,19.98
2,21812,39.96
3,21876,59.93
4,21952,79.91
5,22024,99.89
6,22080,119.87
7,22128,139.85
8,22156,159.82
9,22176,179.80
10,22196,199.78
11,22204,219.76
12,22204,239.74
13,22208,259.71
14,22216,279.69
15,22216,299.67
16,22212,319.65
17,22212,339.63
18,22204,359.60
19,22196,379.58
20,22208,399.56
21,22200,419.54
22,22068,439.52
23,21912,459.49
24,21844,479.47
25,21828,499.45
26,21804,519.43
27,21792,539.40
28,21792,559.38
29,21792,579.36
30,21800,599.34
31,21804,619.32
32,21784,639.29
33,21660,659.27
34,21432,679.25
35,21252,699.23
36,21248,719.21
37,21408,739.18
38,21468,759.16
39,21496,779.14
40,21536,799.12
41,21568,819.10
42,21604,839.07
43,21664,859.05
44,21716,879.03
45,21756,899.01
46,21820,918.99
47,21876,938.96
48,21904,958.94
49,21912,978.92
50,21940,998.90
51,21984,1018.88
52,22048,1038.85
53,22096,1058.83
54,22084,1078.81
55,22056,1098.79
56,22052,1118.77
57,22060,1138.74
58,22060,1158.72
59,22064,1178.70
60,22056,1198.68
61,22052,1218.66
62,22044,1238.63
63,22056,1258.61
64,22068,1278.59
65,22072,1298.57
66,22068,1318.55
67,22060,1338.52
68,22060,1358.50
69,22056,1378.48
70,22064,1398.46
71,22064,1418.43
72,22076,1438.41
73,22092,1458.39
74,22104,1478.37
75,22108,1498.35
76,22096,1518.32
77,22076,1538.30
78,22052,1558.28
79,22028,1578.26
80,22016,1598.24
81,22024,1618.21
82,22040,1638.19
83,22056,1658.17
84,22044,1678.15
85,22036,1698.13
86,22020,1718.10
87,22020,1738.08
88,22036,1758.06
89,22044,1778.04
90,22048,1798.02
91,22048,1817.99
92,22024,1837.97
93,21984,1857.95
94,21992,1877.93
95,21996,1897.91
96,22004,1917.88
97,22020,1937.86
98,22016,1957.84
99,22016,1977.82
100,22020,1997.80
101,22012,2017.77
102,21972,2037.75
103,21940,2057.73
104,21904,2077.71
105,21880,2097.69
106,21840,2117.66
107,21808,2137.64
108,21796,2157.62
109,21796,2177.60
110,21776,2197.58
111,21748,2217.55
112,21732,2237.53
113,21724,2257.51
114,21736,2277.49
115,21764,2297.46
116,21796,2317.44
117,21792,2337.42
118,21788,2357.40
119,21788,2377.38
120,21784,2397.35
121,21772,2417.33
122,21776,2437.31
123,21792,2457.29
124,21800,2477.27
125,21820,2497.24
126,21836,2517.22
127,21860,2537.20
128,21876,2557.18
129,21896,2577.16
130,21904,2597.13
131,21916,2617.11
132,21928,2637.09
133,21932,2657.07
134,21936,2677.05
135,21944,2697.02
136,21948,2717.00
137,21960,2736.98
138,21972,2756.96
139,21976,2776.94
140,21988,2796.91
141,22008,2816.89
142,22028,2836.87
143,22060,2856.85
144,22076,2876.83
145,22100,2896.80
146,22116,2916.78
147,22132,2936.76
148,22136,2956.74
149,22140,2976.72
150,22152,2996.69
151,22156,3016.67
152,22164,3036.65
153,22180,3056.63
154,22184,3076.61
155,22188,3096.58
156,22192,3116.56
157,22188,3136.54
158,22204,3156.52
159,22216,3176.50
160,22224,3196.47
161,22244,3216.45
162,22264,3236.43
163,22284,3256.41
164,22308,3276.38
165,22324,3296.36
166,22340,3316.34
167,22360,3336.32
168,22380,3356.30
169,22404,3376.27
170,22428,3396.25
171,22444,3416.23
172,22464,3436.21
173,22484,3456.19
174,22496,3476.16
175,22512,3496.14
176,22524,3516.12
177,22540,3536.10
178,22544,3556.08
179,22548,3576.05
180,22552,3596.03
181,22552,3616.01
182,22552,3635.99
183,22556,3655.97
184,22556,3675.94
185,22564,3695.92
186,22560,3715.90
187,22564,3735.88
188,22568,3755.86
189,22572,3775.83
190,22576,3795.81
191,22580,3815.79
192,22568,3835.77
193,22552,3855.75
194,22544,3875.72
195,22524,3895.70
196,22508,3915.68
197,22504,3935.66
198,22496,3955.64
199,22492,3975.61
200,22488,3995.59
201,22488,4015.57
202,22492,4035.55
203,22492,4055.53
204,22492,4075.50
205,22504,4095.48
206,22504,4115.46
207,22504,4135.44
208,22504,4155.41
209,22500,4175.39
210,22500,4195.37
211,22500,4215.35
212,22500,4235.33
213,22500,4255.30
214,22504,4275.28
215,22504,4295.26
216,22508,4315.24
217,22512,4335.22
218,22516,4355.19
219,22516,4375.17
220,22524,4395.15
221,22524,4415.13
222,22524,4435.11
223,22528,4455.08
224,22528,4475.06
225,22532,4495.04
226,22536,4515.02
227,22540,4535.00
228,22544,4554.97
229,22552,4574.95
230,22548,4594.93
231,22544,4614.91
232,22532,4634.89
233,22516,4654.86
234,22496,4674.84
235,22488,4694.82
236,22480,4714.80
237,22472,4734.78
238,22476,4754.75
239,22476,4774.73
240,22472,4794.71
241,22480,4814.69
242,22484,4834.67
243,22488,4854.64
244,22488,4874.62
245,22488,4894.60
246,22492,4914.58
247,22492,4934.56
248,22496,4954.53
249,22496,4974.51
250,22496,4994.49
251,22496,5014.47
252,22500,5034.44
253,22504,5054.42
254,22504,5074.40
255,22508,5094.38
256,22512,5114.36
257,22520,5134.33
258,22524,5154.31
259,22524,5174.29
260,22528,5194.27
261,22532,5214.25
262,22536,5234.22
263,22540,5254.20
264,22540,5274.18
265,22544,5294.16
266,22540,5314.14
267,22544,5334.11
268,22540,5354.09
269,22544,5374.07
270,22552,5394.05
271,22556,5414.03
272,22548,5434.00
273,22540,5453.98
274,22520,5473.96
275,22504,5493.94
276,22488,5513.92
277,22476,5533.89
278,22468,5553.87
279,22460,5573.85
280,22460,5593.83
281,22460,5613.81
282,22468,5633.78
283,22472,5653.76
284,22472,5673.74
285,22472,5693.72
286,22472,5713.70
287,22472,5733.67
288,22472,5753.65
289,22472,5773.63
290,22468,5793.61
291,22468,5813.59
292,22476,5833.56
293,22476,5853.54
294,22480,5873.52
295,22484,5893.50
296,22484,5913.48
297,22492,5933.45
298,22492,5953.43
299,22496,5973.41
300,22500,5993.39
301,22512,6013.36
302,22516,6033.34
303,22520,6053.32
304,22520,6073.30
305,22524,6093.28
306,22524,6113.25
307,22524,6133.23
308,22528,6153.21
309,22532,6173.19
310,22536,6193.17
311,22540,6213.14
312,22544,6233.12
313,22548,6253.10
314,22544,6273.08
315,22532,6293.06
316,22516,6313.03
317,22500,6333.01
318,22484,6352.99
319,22472,6372.97
320,22464,6392.95
321,22460,6412.92
322,22460,6432.90
323,22468,6452.88
324,22476,6472.86
325,22484,6492.84
326,22488,6512.81
327,22484,6532.79
328,22480,6552.77
329,22472,6572.75
330,22472,6592.73
331,22464,6612.70
332,22456,6632.68
333,22456,6652.66
334,22452,6672.64
335,22452,6692.62
336,22456,6712.59
337,22460,6732.57
338,22468,6752.55
339,22472,6772.53
340,22480,6792.51
341,22488,6812.48
342,22500,6832.46
343,22512,6852.44
344,22524,6872.42
345,22544,6892.39
346,22544,6912.37
347,22552,6932.35
348,22564,6952.33
349,22568,6972.31
350,22568,6992.28
351,22576,7012.26
352,22576,7032.24
353,22572,7052.22
354,22556,7072.20
355,22536,7092.17
356,22516,7112.15
357,22492,7132.13
358,22472,7152.11
359,22452,7172.09
360,22432,7192.06
361,22424,7212.04
362,22416,7232.02
363,22412,7252.00
364,22408,7271.98
365,22400,7291.95
366,22392,7311.93
367,22384,7331.91
368,22376,7351.89
369,22364,7371.87
370,22344,7391.84
371,22324,7411.82
372,22312,7431.80
373,22300,7451.78
374,22284,7471.76
375,22268,7491.73
376,22260,7511.71
377,22244,7531.69
378,22228,7551.67
379,22212,7571.65
380,22192,7591.62
381,22176,7611.60
382,22156,7631.58
383,22136,7651.56
384,22124,7671.54
385,22108,7691.51
386,22100,7711.49
387,22092,7731.47
388,22076,7751.45
389,22068,7771.43
