Sample_Index,IR_Value,Timestamp_ms
0,24744,0.00
1,24756,20.05
2,24772,40.11
3,24784,60.16
4,24796,80.22
5,24792,100.27
6,24776,120.33
7,24752,140.38
8,24728,160.44
9,24704,180.49
10,24688,200.55
11,24684,220.60
12,24680,240.65
13,24680,260.71
14,24684,280.76
15,24684,300.82
16,24688,320.87
17,24692,340.93
18,24696,360.98
19,24700,381.04
20,24700,401.09
21,24700,421.15
22,24704,441.20
23,24704,461.25
24,24708,481.31
25,24708,501.36
26,24716,521.42
27,24724,541.47
28,24732,561.53
29,24740,581.58
30,24748,601.64
31,24760,621.69
32,24768,641.75
33,24780,661.80
34,24788,681.85
35,24796,701.91
36,24808,721.96
37,24816,742.02
38,24828,762.07
39,24836,782.13
40,24844,802.18
41,24856,822.24
42,24872,842.29
43,24884,862.34
44,24896,882.40
45,24908,902.45
46,24916,922.51
47,24928,942.56
48,24936,962.62
49,24940,982.67
50,24936,1002.73
51,24924,1022.78
52,24896,1042.84
53,24876,1062.89
54,24860,1082.94
55,24848,1103.00
56,24840,1123.05
57,24844,1143.11
58,24840,1163.16
59,24840,1183.22
60,24840,1203.27
61,24844,1223.33
62,24848,1243.38
63,24852,1263.44
64,24856,1283.49
65,24856,1303.54
66,24856,1323.60
67,24852,1343.65
68,24852,1363.71
69,24856,1383.76
70,24856,1403.82
71,24860,1423.87
72,24864,1443.93
73,24868,1463.98
74,24876,1484.04
75,24884,1504.09
76,24892,1524.14
77,24900,1544.20
78,24908,1564.25
79,24916,1584.31
80,24924,1604.36
81,24928,1624.42
82,24936,1644.47
83,24944,1664.53
84,24952,1684.58
85,24964,1704.64
86,24972,1724.69
87,24980,1744.74
88,24988,1764.80
89,24992,1784.85
90,24984,1804.91
91,24964,1824.96
92,24944,1845.02
93,24924,1865.07
94,24904,1885.13
95,24892,1905.18
96,24884,1925.24
97,24880,1945.29
98,24880,1965.34
99,24876,1985.40
100,24876,2005.45
101,24876,2025.51
102,24876,2045.56
103,24876,2065.62
104,24876,2085.67
105,24876,2105.73
106,24872,2125.78
107,24868,2145.83
108,24864,2165.89
109,24868,2185.94
110,24872,2206.00
111,24872,2226.05
112,24872,2246.11
113,24876,2266.16
114,24880,2286.22
115,24888,2306.27
116,24892,2326.33
117,24900,2346.38
118,24912,2366.43
119,24916,2386.49
120,24920,2406.54
121,24928,2426.60
122,24932,2446.65
123,24940,2466.71
124,24944,2486.76
125,24948,2506.82
126,24940,2526.87
127,24924,2546.93
128,24900,2566.98
129,24872,2587.03
130,24848,2607.09
131,24828,2627.14
132,24816,2647.20
133,24816,2667.25
134,24812,2687.31
135,24808,2707.36
136,24808,2727.42
137,24808,2747.47
138,24808,2767.53
139,24812,2787.58
140,24816,2807.63
141,24812,2827.69
142,24808,2847.74
143,24808,2867.80
144,24808,2887.85
145,24808,2907.91
146,24812,2927.96
147,24812,2948.02
148,24816,2968.07
149,24824,2988.13
150,24828,3008.18
151,24836,3028.23
152,24844,3048.29
153,24852,3068.34
154,24860,3088.40
155,24864,3108.45
156,24876,3128.51
157,24884,3148.56
158,24896,3168.62
159,24904,3188.67
160,24908,3208.73
161,24916,3228.78
162,24928,3248.83
163,24936,3268.89
164,24928,3288.94
165,24916,3309.00
166,24900,3329.05
167,24880,3349.11
168,24864,3369.16
169,24852,3389.22
170,24848,3409.27
171,24848,3429.33
172,24848,3449.38
173,24848,3469.43
174,24848,3489.49
175,24844,3509.54
176,24844,3529.60
177,24852,3549.65
178,24852,3569.71
179,24852,3589.76
180,24856,3609.82
181,24856,3629.87
182,24856,3649.92
183,24860,3669.98
184,24860,3690.03
185,24860,3710.09
186,24868,3730.14
187,24876,3750.20
188,24884,3770.25
189,24892,3790.31
190,24896,3810.36
191,24904,3830.42
192,24912,3850.47
193,24924,3870.52
194,24928,3890.58
195,24936,3910.63
196,24944,3930.69
197,24956,3950.74
198,24964,3970.80
199,24972,3990.85
200,24984,4010.91
201,24996,4030.96
202,25012,4051.02
203,25024,4071.07
204,25028,4091.12
205,25024,4111.18
206,25016,4131.23
207,25008,4151.29
208,24996,4171.34
209,24992,4191.40
210,24996,4211.45
211,25000,4231.51
212,25004,4251.56
213,25008,4271.62
214,25016,4291.67
215,25016,4311.72
216,25020,4331.78
217,25024,4351.83
218,25028,4371.89
219,25036,4391.94
220,25040,4412.00
221,25044,4432.05
222,25052,4452.11
223,25052,4472.16
224,25056,4492.22
225,25064,4512.27
226,25068,4532.32
227,25076,4552.38
228,25084,4572.43
229,25092,4592.49
230,25104,4612.54
231,25112,4632.60
232,25120,4652.65
233,25128,4672.71
234,25136,4692.76
235,25144,4712.82
236,25152,4732.87
237,25156,4752.92
238,25160,4772.98
239,25172,4793.03
240,25176,4813.09
241,25184,4833.14
242,25176,4853.20
243,25168,4873.25
244,25156,4893.31
245,25144,4913.36
246,25136,4933.41
247,25128,4953.47
248,25128,4973.52
249,25132,4993.58
250,25136,5013.63
251,25140,5033.69
252,25144,5053.74
253,25148,5073.80
254,25148,5093.85
255,25152,5113.91
256,25156,5133.96
257,25160,5154.01
258,25156,5174.07
259,25160,5194.12
260,25160,5214.18
261,25160,5234.23
262,25164,5254.29
263,25168,5274.34
264,25172,5294.40
265,25172,5314.45
266,25176,5334.51
267,25184,5354.56
268,25188,5374.61
269,25192,5394.67
270,25200,5414.72
271,25204,5434.78
272,25212,5454.83
273,25216,5474.89
274,25220,5494.94
275,25212,5515.00
276,25204,5535.05
277,25188,5555.11
278,25172,5575.16
279,25164,5595.21
280,25160,5615.27
281,25156,5635.32
282,25160,5655.38
283,25164,5675.43
284,25164,5695.49
285,25164,5715.54
286,25168,5735.60
287,25168,5755.65
288,25172,5775.71
289,25176,5795.76
290,25172,5815.81
291,25172,5835.87
292,25168,5855.92
293,25160,5875.98
294,25160,5896.03
295,25160,5916.09
296,25160,5936.14
297,25160,5956.20
298,25160,5976.25
299,25160,5996.31
300,25160,6016.36
301,25164,6036.41
302,25168,6056.47
303,25172,6076.52
