Sample_Index,IR_Value,Timestamp_ms
0,18416,0.00
1,18924,10.00
2,19104,20.00
3,19984,30.00
4,20668,40.00
5,20900,50.00
6,21188,60.00
7,21368,70.00
8,21708,80.00
9,22040,90.00
10,22276,100.00
11,22460,110.00
12,22640,120.00
13,22820,130.00
14,23008,140.00
15,23144,150.00
16,23292,160.00
17,23436,170.00
18,23480,180.00
19,23496,190.00
20,23532,200.00
21,23532,210.00
22,23520,220.00
23,23528,230.00
24,23540,240.00
25,23468,250.00
26,22996,260.00
27,22552,270.00
28,22316,280.00
29,22188,290.00
30,22224,300.00
31,22080,310.00
32,21904,320.00
33,21800,330.00
34,21744,340.00
35,21756,350.00
36,21872,360.00
37,22188,370.00
38,22592,380.00
39,23088,390.00
40,23520,400.00
41,23768,410.00
42,23976,420.00
43,24144,430.00
44,24260,440.00
45,24388,450.00
46,24460,460.00
47,24472,470.00
48,24464,480.00
49,24364,490.00
50,24076,500.00
51,23748,510.00
52,23480,520.00
53,23332,530.00
54,23220,540.00
55,23112,550.00
56,22972,560.00
57,22884,570.00
58,22860,580.00
59,22820,590.00
60,22828,600.00
61,22908,610.00
62,22988,620.00
63,23044,630.00
64,23120,640.00
65,23224,650.00
66,23332,660.00
67,23364,670.00
68,23436,680.00
69,23572,690.00
70,23688,700.00
71,23764,710.00
72,23800,720.00
73,23720,730.00
74,23472,740.00
75,23128,750.00
76,22876,760.00
77,22824,770.00
78,22852,780.00
79,22896,790.00
80,22936,800.00
81,22940,810.00
82,22908,820.00
83,22908,830.00
84,22920,840.00
85,22952,850.00
86,22992,860.00
87,23056,870.00
88,23108,880.00
89,23160,890.00
90,23192,900.00
91,23212,910.00
92,23256,920.00
93,23312,930.00
94,23368,940.00
95,23408,950.00
96,23272,960.00
97,22960,970.00
98,22676,980.00
99,22568,990.00
100,22564,1000.00
101,22644,1010.00
102,22732,1020.00
103,22776,1030.00
104,22792,1040.00
105,22792,1050.00
106,22788,1060.00
107,22804,1070.00
108,22888,1080.00
109,22980,1090.00
110,23060,1100.00
111,23136,1110.00
112,23212,1120.00
113,23276,1130.00
114,23328,1140.00
115,23396,1150.00
116,23460,1160.00
117,23392,1170.00
118,23136,1180.00
119,22836,1190.00
120,22624,1200.00
121,22484,1210.00
122,22384,1220.00
123,22280,1230.00
124,22084,1240.00
125,21880,1250.00
126,21756,1260.00
127,21776,1270.00
128,21836,1280.00
129,21888,1290.00
130,21920,1300.00
131,21984,1310.00
132,22064,1320.00
133,22132,1330.00
134,22196,1340.00
135,22292,1350.00
136,22452,1360.00
137,22556,1370.00
138,22532,1380.00
139,22388,1390.00
140,22252,1400.00
141,22244,1410.00
142,22304,1420.00
143,22384,1430.00
144,22436,1440.00
145,22464,1450.00
146,22472,1460.00
147,22472,1470.00
148,22504,1480.00
149,22584,1490.00
150,22668,1500.00
151,22740,1510.00
152,22784,1520.00
153,22844,1530.00
154,22908,1540.00
155,22964,1550.00
156,23004,1560.00
157,22908,1570.00
158,22612,1580.00
159,22348,1590.00
160,22256,1600.00
161,22300,1610.00
162,22384,1620.00
163,22464,1630.00
164,22532,1640.00
165,22528,1650.00
166,22492,1660.00
167,22500,1670.00
168,22528,1680.00
169,22548,1690.00
170,22568,1700.00
171,22584,1710.00
172,22592,1720.00
173,22620,1730.00
174,22688,1740.00
175,22768,1750.00
176,22840,1760.00
177,22764,1770.00
178,22556,1780.00
179,22388,1790.00
180,22328,1800.00
181,22376,1810.00
182,22456,1820.00
183,22536,1830.00
184,22560,1840.00
185,22552,1850.00
186,22572,1860.00
187,22624,1870.00
188,22704,1880.00
189,22784,1890.00
190,22880,1900.00
191,22960,1910.00
192,23032,1920.00
193,23100,1930.00
194,23164,1940.00
195,23224,1950.00
196,23288,1960.00
197,23356,1970.00
198,23288,1980.00
199,22988,1990.00
200,22688,2000.00
201,22572,2010.00
202,22580,2020.00
203,22600,2030.00
204,22596,2040.00
205,22568,2050.00
206,22500,2060.00
207,22352,2070.00
208,22192,2080.00
209,22104,2090.00
210,22108,2100.00
211,22136,2110.00
212,22240,2120.00
213,22304,2130.00
214,22296,2140.00
215,22396,2150.00
216,22484,2160.00
217,22532,2170.00
218,22568,2180.00
219,22612,2190.00
220,22596,2200.00
221,22360,2210.00
222,22028,2220.00
223,21828,2230.00
224,21828,2240.00
225,21864,2250.00
226,21928,2260.00
227,22048,2270.00
228,22048,2280.00
229,21984,2290.00
230,22020,2300.00
231,22132,2310.00
232,22248,2320.00
233,22348,2330.00
234,22436,2340.00
235,22516,2350.00
236,22580,2360.00
237,22632,2370.00
238,22680,2380.00
239,22732,2390.00
240,22788,2400.00
241,22848,2410.00
242,22884,2420.00
243,22728,2430.00
244,22380,2440.00
245,22124,2450.00
246,22140,2460.00
247,22380,2470.00
248,22368,2480.00
249,22404,2490.00
250,22420,2500.00
251,22412,2510.00
252,22412,2520.00
253,22456,2530.00
254,22536,2540.00
255,22624,2550.00
256,22712,2560.00
257,22784,2570.00
258,22844,2580.00
259,22896,2590.00
260,22940,2600.00
261,22988,2610.00
262,23036,2620.00
263,23080,2630.00
264,23136,2640.00
265,23188,2650.00
266,23188,2660.00
267,22936,2670.00
268,22556,2680.00
269,22348,2690.00
270,22328,2700.00
271,22380,2710.00
272,22428,2720.00
273,22484,2730.00
274,22516,2740.00
275,22512,2750.00
276,22512,2760.00
277,22540,2770.00
278,22604,2780.00
279,22676,2790.00
280,22748,2800.00
281,22816,2810.00
282,22872,2820.00
283,22920,2830.00
284,22972,2840.00
285,23016,2850.00
286,23072,2860.00
287,23128,2870.00
288,23184,2880.00
289,23240,2890.00
290,23288,2900.00
291,23204,2910.00
292,22848,2920.00
293,22496,2930.00
294,22368,2940.00
295,22400,2950.00
296,22460,2960.00
297,22520,2970.00
298,22576,2980.00
299,22592,2990.00
300,22588,3000.00
301,22604,3010.00
302,22656,3020.00
303,22724,3030.00
304,22796,3040.00
305,22868,3050.00
306,22936,3060.00
307,22980,3070.00
308,23024,3080.00
309,23072,3090.00
310,23120,3100.00
311,23172,3110.00
312,23224,3120.00
313,23284,3130.00
314,23332,3140.00
315,23208,3150.00
316,22848,3160.00
317,22520,3170.00
318,22416,3180.00
319,22452,3190.00
320,22508,3200.00
321,22568,3210.00
322,22616,3220.00
323,22632,3230.00
324,22628,3240.00
325,22632,3250.00
326,22652,3260.00
327,22700,3270.00
328,22764,3280.00
329,22824,3290.00
330,22876,3300.00
331,22924,3310.00
332,22968,3320.00
333,23008,3330.00
334,23060,3340.00
335,23116,3350.00
336,23184,3360.00
337,23164,3370.00
338,22880,3380.00
339,22548,3390.00
340,22396,3400.00
341,22404,3410.00
342,22460,3420.00
343,22536,3430.00
344,22576,3440.00
345,22564,3450.00
346,22500,3460.00
347,22468,3470.00
348,22492,3480.00
349,22564,3490.00
350,22652,3500.00
351,22724,3510.00
352,22764,3520.00
353,22780,3530.00
354,22796,3540.00
355,22812,3550.00
356,22844,3560.00
357,22772,3570.00
358,22484,3580.00
359,22224,3590.00
360,22172,3600.00
361,22244,3610.00
362,22340,3620.00
363,22440,3630.00
364,22532,3640.00
365,22592,3650.00
366,22588,3660.00
367,22592,3670.00
368,22648,3680.00
369,22732,3690.00
370,22832,3700.00
371,22932,3710.00
372,23028,3720.00
373,23096,3730.00
374,23056,3740.00
375,22760,3750.00
376,22396,3760.00
377,22224,3770.00
378,22236,3780.00
379,22316,3790.00
380,22424,3800.00
381,22512,3810.00
382,22552,3820.00
383,22540,3830.00
384,22524,3840.00
385,22560,3850.00
386,22648,3860.00
387,22744,3870.00
388,22816,3880.00
389,22884,3890.00
390,22940,3900.00
391,22840,3910.00
392,22500,3920.00
393,22212,3930.00
394,22132,3940.00
395,22204,3950.00
396,22288,3960.00
397,22384,3970.00
398,22468,3980.00
399,22496,3990.00
400,22496,4000.00
401,22520,4010.00
402,22580,4020.00
403,22656,4030.00
404,22744,4040.00
405,22812,4050.00
406,22872,4060.00
407,22924,4070.00
408,22972,4080.00
409,23024,4090.00
410,22972,4100.00
411,22652,4110.00
412,22308,4120.00
413,22196,4130.00
414,22248,4140.00
415,22328,4150.00
416,22396,4160.00
417,22468,4170.00
418,22516,4180.00
419,22528,4190.00
420,22540,4200.00
421,22592,4210.00
422,22664,4220.00
423,22748,4230.00
424,22828,4240.00
425,22896,4250.00
426,22952,4260.00
427,23000,4270.00
428,23052,4280.00
429,23108,4290.00
430,23128,4300.00
431,22920,4310.00
432,22572,4320.00
433,22372,4330.00
434,22364,4340.00
435,22440,4350.00
436,22512,4360.00
437,22612,4370.00
438,22692,4380.00
439,22716,4390.00
440,22716,4400.00
441,22744,4410.00
442,22788,4420.00
443,22848,4430.00
444,22928,4440.00
445,22996,4450.00
446,23044,4460.00
447,23100,4470.00
448,23160,4480.00
449,23204,4490.00
450,23080,4500.00
451,22800,4510.00
452,22580,4520.00
453,22544,4530.00
454,22628,4540.00
455,22728,4550.00
456,22832,4560.00
457,22900,4570.00
458,22920,4580.00
459,22920,4590.00
